"ISO2","Continent","time","GDP","logGDP","cumGDP","lagGDP"
"EG","AF",2004,8332.4470672794,9.02791245759999,16470.9281567901,8138.4810895107
"EG","AF",2005,8561.1698089616,9.05499211972409,25032.0979657517,8332.4470672794
"EG","AF",2006,8995.0617094841,9.10443100678179,34027.1596752358,8561.1698089616
"EG","AF",2007,9471.8567039559,9.15608022862632,43499.0163791917,8995.0617094841
"EG","AF",2008,9979.9706748255,9.20833543090695,53478.9870540172,9471.8567039559
"EG","AF",2009,10271.8094103735,9.23715847147154,63750.7964643907,9979.9706748255
"EG","AF",2010,10620.5950375948,9.27055032313166,74371.3915019855,10271.8094103735
"EG","AF",2011,10628.7473175029,9.27131762031873,85000.1388194884,10620.5950375948
"EG","AF",2012,10686.4228540508,9.27672932257992,95686.5616735392,10628.7473175029
"ER","AF",2003,1389.0440732403,7.23637107244555,1389.0440732403,NA
"ER","AF",2004,1350.9174564379,7.20853923797217,2739.9615296782,1389.0440732403
"ER","AF",2005,1331.8722597062,7.19434094538006,4071.8337893844,1350.9174564379
"ER","AF",2006,1271.5571554764,7.14799753507203,5343.3909448608,1331.8722597062
"ER","AF",2007,1246.4257057172,7.12803529887461,6589.816650578,1271.5571554764
"ER","AF",2008,1088.4855673168,6.99254262134628,7678.3022178948,1246.4257057172
"ER","AF",2009,1094.9315462171,6.99844712542624,8773.2337641119,1088.4855673168
"ER","AF",2010,1083.2369544784,6.98770901760118,9856.4707185903,1094.9315462171
"ER","AF",2011,1139.2219906201,7.03810084403539,10995.6927092104,1083.2369544784
"ER","AF",2012,1179.7752943577,7.07307927081548,12175.4680035681,1139.2219906201
"ES","EU",2003,32225.1955599823,10.3805038963687,32225.1955599823,NA
"ES","EU",2004,32676.9664693455,10.39442571937,64902.1620293278,32225.1955599823
"ES","EU",2005,33325.7716602025,10.4140863003738,98227.9336895303,32676.9664693455
"ES","EU",2006,34134.9265840768,10.438076379098,132362.860273607,33325.7716602025
"ES","EU",2007,34771.8050812547,10.4565621385596,167134.665354862,34134.9265840768
"ES","EU",2008,34603.3674915608,10.4517062826556,201738.032846423,34771.8050812547
"ES","EU",2009,33072.4765445324,10.4064566911227,234810.509390955,34603.3674915608
"ES","EU",2010,32925.1039905471,10.4019906850134,267735.613381502,33072.4765445324
"ES","EU",2011,32605.6833743025,10.392241888795,300341.296755805,32925.1039905471
"ES","EU",2012,31911.9602178321,10.3707361469635,332253.256973637,32605.6833743025
"ET","AF",2003,614.648782005,6.42105101850397,614.648782005,NA
"ET","AF",2004,678.5018113567,6.51988714892014,1293.1505933617,614.648782005
"ET","AF",2005,737.7636276937,6.60362348561951,2030.9142210554,678.5018113567
"ET","AF",2006,795.5205851807,6.67899672447723,2826.4348062361,737.7636276937
"ET","AF",2007,862.9577520209,6.76036573510051,3689.392558257,795.5205851807
"ET","AF",2008,930.8265030441,6.83607290442641,4620.2190613011,862.9577520209
"ET","AF",2009,986.2992148005,6.89395977185348,5606.5182761016,930.8265030441
"ET","AF",2010,1081.3149933318,6.9859331658794,6687.8332694334,986.2992148005
"ET","AF",2011,1171.2862514089,7.06585778411648,7859.1195208423,1081.3149933318
